id,name,fed,sex,title,wtit,bday,gmYear,deceased,deathYear,revoked,revokedYear,revokedReason,birthCountry,birthCity,fedHistory,photo,photoSource,bio,bioSource,chesscom,chesscomPlayer,lichess,chessgames,website,x,instagram,youtube,twitch,facebook
12513342,"Gholami, Aryan",IRI,M,GM,,2001,2020,false,,false,,,IRI,Sari,IRI,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Aryan_Gholami_01_%282%29.jpg/250px-Aryan_Gholami_01_%282%29.jpg,,,,Aryangholami,aryan-gholami,,149925,,,,,,
5045207,"Ghosh, Diptayan",IND,M,GM,,1998,2016,false,,false,,,IND,Kolkata,IND,,,,,Wizard456,diptayan-ghosh,MasterAssasin123,117255,,,,,,
101613,"Giaccio, Alfredo",ARG,M,GM,,1970,2013,false,,false,,,ARG,Buenos Aires,ARG,,,,,,alfredo-giaccio,AGG2020,16430,,,,,,
32080190,"Gines Esteo, Pedro Antonio",ESP,M,GM,,2004,2022,false,,false,,,ESP,Zaragoza,ESP,,,,,pedro_gines,pedro-antonio-gines-esteo,,161845,,,,,,
4630629,"Ginsburg, Gennadi",GER,M,GM,,1971,2006,false,,false,,,UKR,Kommunarsk,GER,,,,,higescha,gennadi-ginsburg,,18230,,,,,,
13600044,"Giorgadze, Giorgi Gel",GEO,M,GM,,1964,1993,false,,false,,,GEO,,GEO,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Giorgi_Giorgadze_2013.jpg/250px-Giorgi_Giorgadze_2013.jpg,,,,GeorgeGiorgadze,giorgi-giorgadze,,14250,,,,,,
13600028,"Giorgadze, Tamaz",GEO,M,GM,,1947,1977,false,,false,,,GEO,Tbilisi,GEO,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Giorgadze%2C_Tamaz_1979_Dortmund.jpg/250px-Giorgadze%2C_Tamaz_1979_Dortmund.jpg,,,,,tamaz-giorgadze,,15007,,,,,,
11600080,"Gipslis, Aivars",URS,M,GM,,1937,1967,true,2000,false,,,LAT,Riga,URS,,,,,,,,,,,,,,
36033561,"Girel, Joseph",FRA,M,GM,,2004,2024,false,,false,,,FRA,,FRA,,,,,,joseph-girel,,169241,,,,,,
24116068,"Giri, Anish",NED,M,GM,,1994,2009,false,,false,,,RUS,Saint Petersburg,RUS|NED,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/FIDE_Grand_Swiss_2025_Samarkand_Anish_Giri.jpg/250px-FIDE_Grand_Swiss_2025_Samarkand_Anish_Giri.jpg,,"Anish Kumar Giri is a Dutch chess grandmaster. A former chess prodigy, he completed the requirements for the grandmaster title in 2009 at the age of 14 years, 7 months and 2 days. Giri is a five-time Dutch champion, and has represented the Netherlands at seven Chess Olympiads.",https://en.wikipedia.org/wiki/Anish_Giri,AnishGiri,anish-giri,AnishGiri,107252,https://www.anishgiri.eu,anishgiri,anishgiri94,UC9Zs0DGUuenE23tObR50jJQ,,
5038448,"Girish, A. Koushik",IND,M,GM,,1997,2019,false,,false,,,IND,Sringeri,IND,,,,,giantslayer83,a-koushik-girish,giantslayer83,117413,,,,,,
4195752,"Girya, Olga",RUS,F,GM,WGM,1991,2021,false,,false,,,RUS,Langepas,RUS,https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Girya%2COlga_2012-04-21_Gladenbach.jpg/250px-Girya%2COlga_2012-04-21_Gladenbach.jpg,,,,Olga_Girya,olga-girya,,105120,,,,,,
712779,"Gledura, Benjamin",HUN,M,GM,,1999,2016,false,,false,,,HUN,,HUN,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/BenjaminGledura23.jpg/250px-BenjaminGledura23.jpg,,,,promen1999,benjamin-gledura,,134705,http://gledura.ewk.hu/,,,,,
4101332,"Gleizerov, Evgeny",RUS,M,GM,,1963,1993,false,,false,,,RUS,Chelyabinsk,RUS,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Evgeny_Gleizerov_Rilton_Cup_2009.jpg/250px-Evgeny_Gleizerov_Rilton_Cup_2009.jpg,,,,,evgeny-gleizerov,,19799,,,,,,
4100484,"Glek, Igor",BEL,M,GM,,1961,1990,false,,false,,,RUS,Moscow,GER|RUS|BEL,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Igor_Glek.JPG/250px-Igor_Glek.JPG,,,,IgorGlek,igor-glek,,15140,,Igor_Glek,,,,
900400,"Gligorić, Svetozar",YUG,M,GM,,1923,1951,true,2012,false,,,SRB,Belgrade,YUG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Svetozar_Gligori%C4%87_1966.jpg/250px-Svetozar_Gligori%C4%87_1966.jpg,,,,,,,,,,,,,
1407767,"Glud, Jakob Vang",DEN,M,GM,,1988,2014,false,,false,,,DEN,Aarhus,DEN,,,,,TeamGlud,jakob-vang-glud,,98392,,,,,,
800090,"Godena, Michele",ITA,M,GM,,1967,1996,false,,false,,,ITA,Valdobbiadene,ITA,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Michele_Godena_-_Civitanova_Marche_2015_%28cropped%29.jpg/250px-Michele_Godena_-_Civitanova_Marche_2015_%28cropped%29.jpg,,"Michele Godena is an Italian chess player. He achieved the FIDE titles of International Master (IM) in 1988 and Grandmaster (GM) in 1996, following a plus score on board one for Italy at the Chess Olympiad in Yerevan. Godena is a five-time Italian champion.",https://en.wikipedia.org/wiki/Michele_Godena,,michele-godena,,17040,,,,,,
2801574,"Gofshtein, Leonid",ISR,M,GM,,1953,1993,true,2015,false,,,ISR,,ISR,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/LGofshtein09.jpg/250px-LGofshtein09.jpg,,,,,,,,,,,,,
24109959,"Goganov, Aleksey",RUS,M,GM,,1991,2013,false,,false,,,RUS,,RUS,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Aleksey_Goganov_2019_Karlsruhe_%28cropped%29.JPEG/250px-Aleksey_Goganov_2019_Karlsruhe_%28cropped%29.JPEG,,,,AlexVanGog,aleksey-goganov,,121884,,,,,,
5800706,"Goh, Wei Ming Kevin",SGP,M,GM,,1983,2020,false,,false,,,SGP,Singapore,SGP,,,,,Kevin_Goh,goh-wei-ming,,88683,,,,,,
6336760,"Gokerkan, Cem Kaan",TUR,M,GM,,2000,2023,false,,false,,,TUR,,TUR,,,,,ckgchess,cem-kaan-gokerkan,,153411,,,,,,
2019540,"Goldin, Alexander",USA,M,GM,,1964,1989,false,,false,,,RUS,Novosibirsk,ISR|USA,https://upload.wikimedia.org/wikipedia/commons/e/e7/Goldin2.jpg,,,,astralpulse,alexander-goldin,,46214,,,,,,
12505269,"Golizadeh, Asghar",IRI,M,GM,,1990,2011,false,,false,,,IRI,Tabriz,IRI,,,,,Grandmaster1369,asghar-golizadeh,,107186,,,,,,
2804140,"Golod, Vitali",ISR,M,GM,,1971,1996,false,,false,,,UKR,Lviv,ISR,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Vitali_Golod.jpg/250px-Vitali_Golod.jpg,,,,London_Chess_Club,vitali-golod,,28473,,VitaliGolod,,,,
W3392235,"Golombek, Harry",ENG,M,GM,,1911,1985,true,1995,false,,,ENG,London,ENG,,,,,,,,,,,,,,
14103222,"Goloshchapov, Alexander",UKR,M,GM,,1978,1999,false,,false,,,UKR,,UKR,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Alexander_Goloshchapov.jpg/250px-Alexander_Goloshchapov.jpg,,,,Alex_Goloshchapov,alexander-goloshchapov,,49432,http://chess.coach/,,,,,
14100983,"Golubev, Mikhail",UKR,M,GM,,1970,1996,false,,false,,,UKR,Odesa,UKR,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Golubev_Mikhail.jpg/250px-Golubev_Mikhail.jpg,,,,Mikhail_Golubev,mikhail-golubev,Mikhail_Golubev,14511,http://mikhailgolubev.wordpress.com/,mikhail_golubev,,,,
14114224,"Golubka, Petro",CAN,M,GM,,1989,2020,false,,false,,,CAN,,UKR|CAN,,,,,Rybka1989,petro-golubka,,74426,,,,,,
2200163,"Gomez Esteban, Juan Mario",ESP,M,GM,,1958,2004,false,,false,,,ESP,Santurce,ESP,,,,,,juan-mario-gomez-esteban,,20889,,,,,,
3507904,"Gomez Garrido, Camilo Ernesto",CUB,M,GM,,1987,2016,false,,false,,,CUB,Holguín,CUB,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Camilo_Ernesto_G%C3%B3mez_Garrido.jpg/250px-Camilo_Ernesto_G%C3%B3mez_Garrido.jpg,,,,relaxx87,camilo-ernesto-gomez-garrido,,154941,,,,,,
5201381,"Gomez, John Paul",PHI,M,GM,,1986,2009,false,,false,,,PHI,,PHI,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Gomez_john_paul2_20081120_olympiade_dresden.jpg/250px-Gomez_john_paul2_20081120_olympiade_dresden.jpg,,,,jacobrafael,john-paul-gomez,,56574,,,,,,
720852,"Gonda, Laszlo",HUN,M,GM,,1988,2010,false,,false,,,HUN,Tatabánya,HUN,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/LGonda10.jpg/250px-LGonda10.jpg,,László Gonda is a Hungarian chess grandmaster.,https://en.wikipedia.org/wiki/L%C3%A1szl%C3%B3_Gonda,,laszlo-gonda,,54649,,,,,,
5201080,"Gonzales, Jayson",PHI,M,GM,,1969,2008,false,,false,,,PHI,Quezon City,PHI,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Gonzales_jayson2_20081120_olympiade_dresden.jpg/250px-Gonzales_jayson2_20081120_olympiade_dresden.jpg,,,,Caissa12,jayson-gonzales,,10121,,,,,,
6500170,"Gonzalez Acosta, Bernal",CRC,M,GM,,1973,2015,false,,false,,,CRC,"San José, Costa Rica",CRC,,,"The following people have all been grandmasters (GM) of chess. The title has been awarded since 1950 to players who have met the standards required by the sport's governing body, FIDE. Other than world champion, it is the highest title a chess player can attain and is awarded for life, although FIDE regulations allow for the revocation of titles for cheating or fraud.",https://en.wikipedia.org/wiki/List_of_chess_grandmasters,,bernal-gonzalez-acosta,,49567,,,,,,
5101174,"Gonzalez Garcia, Jose",ESP,M,GM,,1973,2006,false,,false,,,ESP,Madrid,MEX|ESP,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Jose_Gonzalez_2025.jpg/250px-Jose_Gonzalez_2025.jpg,,,,GM_GonzalezGarcia,jose-gonzalez-garcia,AkibaGonzalez,14394,,,,,,
3507777,"Gonzalez Perez, Arian",ESP,M,GM,,1988,2018,false,,false,,,CUB,"Santa Clara, Cuba",FID|ESP,,,,,Ariancito1,arian-gonzalez-perez,,132201,,,,,,
3503321,"Gonzalez Vidal, Yuri",CUB,M,GM,,1981,2009,false,,false,,,CUB,Marianao,CUB,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Yuri_Gonzalez_%28CUB%29_%28cropped%29.jpg/250px-Yuri_Gonzalez_%28CUB%29_%28cropped%29.jpg,,,,,yuri-gonzalez-vidal,,49100,,,,,,
3507548,"Gonzalez Zamora, Juan Carlos",MEX,M,GM,,1968,2004,false,,false,,,CUB,Havana,CUB|MEX,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/GonzalesZamora_JuanCarlos_%28cropped%29.jpg/250px-GonzalesZamora_JuanCarlos_%28cropped%29.jpg,,,,JuanCGlez,juan-carlos-gonzalez-zamora,JuanCGlez,92332,,,,,,
3501841,"Gonzalez, Renier",USA,M,GM,,1972,2008,false,,false,,,CUB,Jagüey Grande,CUB|USA,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/GM_Renier_Gonzalez_and_GM_Axel_Bachmann.jpg/250px-GM_Renier_Gonzalez_and_GM_Axel_Bachmann.jpg,,,,GMRenierGonzalez,renier-gonzalez,,85200,,,,,,
5015693,Gopal G.N.,IND,M,GM,,1989,2007,false,,false,,,IND,Muvattupuzha,IND,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Gopal_G_N_2011_%28cropped2%29.jpg/250px-Gopal_G_N_2011_%28cropped2%29.jpg,,,,gopalgn64,geetha-narayanan-gopal,,97896,,,,,,
24112798,"Gordievsky, Dmitry",RUS,M,GM,,1996,2017,false,,false,,,RUS,Moscow,RUS,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/TataSteelChess2018-14_%28cropped%29.jpg/250px-TataSteelChess2018-14_%28cropped%29.jpg,,,,Gordima,dmitry-gordievsky,Gordima,136518,,Gordima96,,,,
411477,"Gordon, Stephen J",ENG,M,GM,,1986,2009,false,,false,,,ENG,Oldham,ENG,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Gordon_rd7_4thEUIO.JPG/250px-Gordon_rd7_4thEUIO.JPG,,"The following people have all been grandmasters (GM) of chess. The title has been awarded since 1950 to players who have met the standards required by the sport's governing body, FIDE. Other than world champion, it is the highest title a chess player can attain and is awarded for life, although FIDE regulations allow for the revocation of titles for cheating or fraud.",https://en.wikipedia.org/wiki/List_of_chess_grandmasters,,stephen-j-gordon,,43228,,,,,,
406465,"Gormally, Daniel W",ENG,M,GM,,1976,2005,false,,false,,,ENG,Hertfordshire,ENG,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Chess_player_selfie.jpg/250px-Chess_player_selfie.jpg,,,,thegormacle,daniel-w-gormally,,49003,,,,,,
13504037,"Gorovets, Andrey",BLR,M,GM,,1987,2017,false,,false,,,BLR,Vitebsk,BLR,,,,,GMG,andrey-gorovets,,95973,,,,,,
4176847,"Gorovykh, Eduard",RUS,M,GM,,1990,2012,false,,false,,,RUS,Krasnodar,RUS,,,,,,eduard-gorovykh,,98937,,,,,,
2815532,"Gorshtein, Ido",ISR,M,GM,,2002,2023,false,,false,,,ISR,,ISR,,,,,Guriempire,ido-gorshtein,,161589,,,,,,
4147103,"Goryachkina, Aleksandra",FID,F,GM,WGM,1998,2018,false,,false,,,RUS,Orsk,RUS|FID,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Aleksandra_Goryachkina_Russian_Superfinal_2024_03_%28cropped%29.jpg/250px-Aleksandra_Goryachkina_Russian_Superfinal_2024_03_%28cropped%29.jpg,,,,Goryachkina,aleksandra-goryachkina,,121617,,,skelarog,,,
616915,"Gozzoli, Yannick",FRA,M,GM,,1983,2012,false,,false,,,FRA,Marseille,FRA,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Yannick_Gozzoli_2014.jpg/250px-Yannick_Gozzoli_2014.jpg,,,,Noukii,yannick-gozzoli,,79914,,,,,,
1101684,"Grabarczyk, Miroslaw",POL,M,GM,,1971,2002,false,,false,,,POL,Płock,POL,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/2021-Miroslaw-Grabarczyk.JPG/250px-2021-Miroslaw-Grabarczyk.JPG,,,,,miroslaw-grabarczyk,,21952,,,,,,
4129199,"Grachev, Boris",RUS,M,GM,,1986,2007,false,,false,,,RUS,Moscow,RUS,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/BGrachev09.jpg/250px-BGrachev09.jpg,,,,Guenplen,boris-grachev,NeverEnough,49734,,,,,,
4680804,"Graf, Alexander",GER,M,GM,,1962,1992,false,,false,,,UZB,Tashkent,GER,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Graf_alexander2_20081024_berlin_lichtenrader_herbst.jpg/250px-Graf_alexander2_20081024_berlin_lichtenrader_herbst.jpg,,,,,alexander-graf,,49248,,,,,,
3800024,"Granda Zuniga, Julio E",PER,M,GM,,1967,1986,false,,false,,,PER,Camaná,PER,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/JulioGranda17.jpg/250px-JulioGranda17.jpg,,,,,julio-e-granda-zuniga,,47009,,GMJulioGranda,,,,
1710400,"Grandelius, Nils",SWE,M,GM,,1993,2010,false,,false,,,SWE,Lund,SWE,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/2021-Nils-Grandelius.JPG/250px-2021-Nils-Grandelius.JPG,,,,Grandelicious,nils-grandelius,Grandelicious,107935,,GMGrandelius,,,,GMnils
34189030,"Grebnev, Aleksey",FID,M,GM,,2006,2024,false,,false,,,RUS,Tolyatti,RUS|FID,,,,,,aleksey-grebnev,,170990,,,,,,
4121015,"Grechikhin, Valery",RUS,M,GM,,1937,1998,true,2008,false,,,RUS,,RUS,,,,,,,,,,,,,,
2800039,"Greenfeld, Alon",ISR,M,GM,,1964,1989,false,,false,,,USA,New York City,ISR,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/AlonGreenfeld23.jpg/250px-AlonGreenfeld23.jpg,,Alon Greenfeld is an Israeli chess grandmaster and trainer.,https://en.wikipedia.org/wiki/Alon_Greenfeld,,alon-greenfeld,,47065,,,,,,alon.greenfeld.3
2300699,"Gretarsson, Helgi Ass",ISL,M,GM,,1977,1994,false,,false,,,ISL,,ISL,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Helgi_Gretarsson_trophy_30_years_on_%28cropped%29.jpg/250px-Helgi_Gretarsson_trophy_30_years_on_%28cropped%29.jpg,,,,DaggiGretarsson,helgi-ass-gretarsson,,11016,,,,,,
2302241,"Gretarsson, Hjorvar Steinn",ISL,M,GM,,1993,2013,false,,false,,,ISL,Reykjavík,ISL,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/HSGretarsson13a.jpg/250px-HSGretarsson13a.jpg,,,,Bonuspater18,hjorvar-steinn-gretarsson,,105320,,,,,,
426520,"Grieve, Harry",ENG,M,GM,,2001,2026,false,,false,,,,,ENG,,,Harry Grieve is an English chess grandmaster.,https://en.wikipedia.org/wiki/Harry_Grieve,Grieve72,harry-grieve,HarryG7227,153203,,,,,,
1200186,"Grigore, George-Gabriel",ROU,M,GM,,1970,2002,false,,false,,,ROU,Constanța,ROU,,,,,GGG,george-gabriel-grigore,,42792,,,,,,
4130804,"Grigoriants, Sergey",HUN,M,GM,,1983,2003,false,,false,,,UZB,Tashkent,RUS|HUN,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/SergeiGrigoriants.jpg/250px-SergeiGrigoriants.jpg,,,,sergiochess83,sergey-grigoriants,,56698,,,,,,
2907313,"Grigorov, Grigor",BUL,M,GM,,1987,2011,false,,false,,,BUL,Petrich,BUL,,,,,GrigorGrigorov,grigor-grigorov,GrigorGrigorov,84164,,,,,,
13302191,"Grigoryan, Avetik",ARM,M,GM,,1989,2008,false,,false,,,ARM,Yerevan,ARM,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Avetik_Grigoryan_Yerevan_ARM_Ch_2013.jpg/250px-Avetik_Grigoryan_Yerevan_ARM_Ch_2013.jpg,,,,Avetik_ChessMood,avetik-grigoryan,Avetik_ChessMood,95360,,,,,,Avetik.Grigoryan
13301004,"Grigoryan, Karen H.",ARM,M,GM,,1995,2013,false,,false,,,ARM,Yerevan,ARM,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Karen_Grigoryan_2012_%28cropped%29.jpg/250px-Karen_Grigoryan_2012_%28cropped%29.jpg,,,,K_GRIGORYAN,karen-h-grigoryan,,129580,,,,,,
4126025,"Grischuk, Alexander",RUS,M,GM,,1983,2000,false,,false,,,RUS,Moscow,RUS,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Alexander_Grischuk_4%2C_Candidates_Tournament_2018.jpg/250px-Alexander_Grischuk_4%2C_Candidates_Tournament_2018.jpg,,,,Grischuk,alexander-grischuk,,17279,,,,UChF2-oXlQEq_vNO3znlVRSQ,,
14102188,"Gritsak, Orest",UKR,M,GM,,1973,2001,false,,false,,,UKR,Lviv,UKR,,,,,,orest-gritsak,,25189,,,,,,
4200039,"Grivas, Efstratios",GRE,M,GM,,1966,1993,false,,false,,,GRE,Aigio,GRE,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Efstratios_Grivas.jpg/250px-Efstratios_Grivas.jpg,,,,E-Grivas,efstratios-grivas,,18181,http://www.grivaschess.com,,,,,
700053,"Groszpeter, Attila",HUN,M,GM,,1960,1986,false,,false,,,HUN,Hódmezővásárhely,HUN,,,,,,attila-groszpeter,,14891,,,,,,
5021103,"Grover, Sahaj",IND,M,GM,,1995,2012,false,,false,,,IND,Delhi,IND,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/SGrover12.jpg/250px-SGrover12.jpg,,,,SahajGrover,sahaj-grover,,114421,,,,,,
2800020,"Gruenfeld, Yehuda",ISR,M,GM,,1956,1980,false,,false,,,POL,Dzierżoniów,ISR,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Yg2019.jpg/250px-Yg2019.jpg,,,,,yehuda-gruenfeld,,15011,,,,,,
W3557149,"Grünfeld, Ernst",AUT,M,GM,,1893,1950,true,1962,false,,,AUT,Vienna,AUT,https://upload.wikimedia.org/wikipedia/commons/6/65/Ernst_Gruenfeld.jpg,,,,,,,,,,,,,
3508129,"Guerra Mendez, Jose Angel",ESP,M,GM,,1988,2017,false,,false,,,CUB,"Manzanillo, Cuba",CUB|ESP,,,,,,jose-angel-guerra-mendez,,139355,,,,,,
2015307,"Gufeld, Eduard",UKR,M,GM,,1936,1967,true,2002,false,,,UKR,Kyiv,UKR,https://upload.wikimedia.org/wikipedia/commons/5/57/Gufeldweb.jpg,,,,,,,,,,,,,
611123,"Guidarelli, Laurent",FRA,M,GM,,1981,2014,false,,false,,,FRA,Carpentras,FRA,,,,,,laurent-guidarelli,,50620,,,,,,
100650,"Guimard, Carlos",ARG,M,GM,,1913,1960,true,1998,false,,,ARG,Santiago del Estero,ARG,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Carlos_Guimard_%281961%29.jpg/250px-Carlos_Guimard_%281961%29.jpg,,,,,,,,,,,,,
46616543,Gukesh D,IND,M,GM,,2006,2019,false,,false,,,IND,Chennai,IND,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Gukesh_in_2025_%28cropped%29.jpg/250px-Gukesh_in_2025_%28cropped%29.jpg,,,,GukeshDommaraju,gukesh-d,guki1124,158070,,DGukesh,gukesh.official,,,gukeshchess
13400231,"Guliev, Sarhan",AZE,M,GM,,1968,1995,false,,false,,,AZE,,AZE,https://upload.wikimedia.org/wikipedia/commons/7/74/Sarhan_Guliev.jpg,,,,,sarhan-guliev,,17310,,,,,,
13400363,"Guliyev, Namig",AZE,M,GM,,1974,2005,false,,false,,,AZE,Beylagan,AZE,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Namiq_Quliyev12.jpg/250px-Namiq_Quliyev12.jpg,,,,titan013,namig-guliyev,titan00013,65797,,,,,,
2000040,"Gulko, Boris",USA,M,GM,,1947,1976,false,,false,,,GER,Erfurt,USA,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/BorisGulko0201_003.jpg/250px-BorisGulko0201_003.jpg,,,,Gulko-NJ,boris-gulko,,12141,,,,,,
1188062,"Gumularz, Szymon",POL,M,GM,,2001,2021,false,,false,,,POL,Myślenice,POL,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/2021-Szymon-Gumularz.JPG/250px-2021-Szymon-Gumularz.JPG,,,,SGchess01,szymon-gumularz,,142110,,,,,,
7100248,"Gunawan, Ruben",INA,M,GM,,1968,1999,true,2005,false,,,INA,Jakarta,INA,,,,,,,,,,,,,,
4901045,"Gundavaa, Bayarsaikhan",MGL,M,GM,,1989,2013,false,,false,,,MGL,,MGL,,,,,Gundavaa89,bayarsaikhan-gundavaa,,122065,,,,,,
4167570,"Gunina, Valentina",FID,F,GM,WGM,1989,2013,false,,false,,,RUS,Murmansk,RUS|FID,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/ValentinaGunina23a.jpg/250px-ValentinaGunina23a.jpg,,,,Vanina1989,valentina-gunina,,54882,,,,,,
30903114,"Guo, Arthur",USA,M,GM,,2006,2023,false,,false,,,USA,,USA,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/GM_Arthur_Guo.jpg/250px-GM_Arthur_Guo.jpg,,,,ArthurGuo,arthur-guo,,,,,,,,
5010608,"Gupta, Abhijeet",IND,M,GM,,1989,2008,false,,false,,,IND,Bhilwara,IND,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/AbhijeetGupta23a.jpg/250px-AbhijeetGupta23a.jpg,,,,abhijeetgupta,abhijeet-gupta,,84020,,iam_abhijeet,,,,
44507356,"Gurel, Ediz",TUR,M,GM,,2008,2024,false,,false,,,TUR,,TUR,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/EdizGurel23.jpg/250px-EdizGurel23.jpg,,,,,ediz-gurel,,156562,,,,,,
2000407,"Gurevich, Dmitry",USA,M,GM,,1956,1983,false,,false,,,USA,Moscow,USA,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Dmitry_Gurevich_%28cropped2%29.jpg/250px-Dmitry_Gurevich_%28cropped2%29.jpg,,,,Zq1,dmitry-gurevich,,19294,,,,,,
2000628,"Gurevich, Ilya",USA,M,GM,,1972,1993,false,,false,,,UKR,Kyiv,USA,,,,,,ilya-gurevich,,28216,,,,,,
200930,"Gurevich, Mikhail",BEL,M,GM,,1959,1986,false,,false,,,UKR,Kharkiv,BEL|TUR|BEL,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Gurewitsch_michail_20081120_olympiade_dresden.jpg/250px-Gurewitsch_michail_20081120_olympiade_dresden.jpg,,,,GurevichMikhail,mikhail-gurevich,,13915,,,,,,
14100207,"Gurevich, Vladimir",GER,M,GM,,1959,1998,false,,false,,,GER,,UKR|GER,,,,,,vladimir-gurevich,,65416,,,,,,
13600184,"Gurgenidze, Bukhuti",URS,M,GM,,1933,1970,true,2008,false,,,URS,Surami,URS,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Gurgenidze_1995_Bad_Liebenzell.jpg/250px-Gurgenidze_1995_Bad_Liebenzell.jpg,,,,,,,,,,,,,
13400169,"Guseinov, Aidyn",AZE,M,GM,,1955,1998,true,2003,false,,,AZE,,AZE,,,,,,,,,,,,,,
13401378,"Guseinov, Gadir",AZE,M,GM,,1986,2002,false,,false,,,RUS,Moscow,AZE,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Gadir_Guseinov_%2829598593811%29.jpg/250px-Gadir_Guseinov_%2829598593811%29.jpg,,,,GGuseinov,gadir-guseinov,,49493,,,,,,
4625498,"Gustafsson, Jan",GER,M,GM,,1979,2003,false,,false,,,GER,Hamburg,GER,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/JanGustafsson1_%28cropped%29.jpg/250px-JanGustafsson1_%28cropped%29.jpg,,,,FrankieYale,jan-gustafsson,JanistanTV,49811,http://www.jan-gustafsson.de/,GMJanGustafsson,gmjangustafsson,UC-zvicLXfZMta6FlacELRXw,JanistanTV,
14102277,"Gutman, Gennadi",UKR,M,GM,,1973,2001,false,,false,,,UKR,,UKR,,,,,Gen-Gutman,gennadi-gutman,,10827,,,,,,
4600177,"Gutman, Lev",GER,M,GM,,1945,1986,false,,false,,,LAT,Riga,GER,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Gutman_Lev.jpg/250px-Gutman_Lev.jpg,,,,LevGutman,lev-gutman,LevGutman,14496,,,,,,
4130480,"Gutov, Andrey",RUS,M,GM,,1978,2006,false,,false,,,RUS,Belovo,RUS,,,,,GutovAndrey,andrey-gutov,GutovAndrey,102903,,,,,,
702218,"Gyimesi, Zoltan",HUN,M,GM,,1977,1996,false,,false,,,HUN,,HUN,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Zoltan_Gyimesi.jpg/250px-Zoltan_Gyimesi.jpg,,,,,zoltan-gyimesi,,38768,,,,,,
300160,"Haba, Petr",CZE,M,GM,,1965,1997,false,,false,,,CZE,Zlín,CZE,,,,,,petr-haba,,19619,,,,,,
